  01 01 2017,  0.00,  7.17
  02 01 2017,  0.00,  14.77
  03 01 2017,  0.00,  7.48
  04 01 2017,  0.00,  3.61
  05 01 2017,  0.00,  2.93
  06 01 2017,  0.00,  1.83
  07 01 2017,  0.00,  4.32
  08 01 2017,  0.00,  3.64
  09 01 2017,  0.00,  12.32
  10 01 2017,  0.00,  18.23
  11 01 2017,  0.00,  9.05
  12 01 2017,  0.00,  8.56
  13 01 2017,  0.00, 7.36
  14 01 2017,  0.00, 9.65
  15 01 2017,  0.00, 10.41
  16 01 2017,  0.00,  21.72
  17 01 2017,  0.00,  7.86
  18 01 2017,  0.00,  7.05
  19 01 2017,  0.00,  14.17
  20 01 2017,  0.00,  11.83
  21 01 2017,  0.00,  12.53
  22 01 2017,  0.00,  7.97
  23 01 2017,  0.00,  5.84
  24 01 2017,  0.00,  13.08
  25 01 2017,  0.00,  8.47
  26 01 2017,  0.00,  6.10
  27 01 2017,  0.00, 4.50
  28 01 2017,  0.00, 6.07
  29 01 2017,  0.00,  7.82
  30 01 2017,  0.00,  8.76
  31 01 2017,  0.00,  8.50
  01 02 2017,  0.00,  9.11
  02 02 2017,  0.00,  5.02
  03 02 2017,  0.00,  4.72
  04 02 2017,  0.00,  8.17
  05 02 2017,  0.00,  7.89
  06 02 2017,  0.00,  10.62
  07 02 2017,  0.00, 8.58
  08 02 2017,  0.00, 10.89
  09 02 2017,  0.00,  7.27
  10 02 2017,  0.00,  15.46
  11 02 2017,  0.00,  17.59
  12 02 2017,  0.00,  5.78
  13 02 2017,  0.00,  4.70
  14 02 2017,  0.00,  3.87
  15 02 2017,  0.00,  5.92
  16 02 2017,  0.00,  7.64
  17 02 2017,  0.00,  5.20
  18 02 2017,  0.00,  5.69
  19 02 2017,  0.00,  16.01
  20 02 2017,  0.00,  32.76
  21 02 2017,  0.00,  7.22
  22 02 2017,  0.00,  10.19
  23 02 2017,  0.00,  13.06
  24 02 2017,  0.00,  8.82
  25 02 2017,  0.00,  2.97
  26 02 2017,  0.00,  4.48
  27 02 2017,  0.00,  4.06
  28 02 2017,  0.00,  8.79
  02 03 2017,  0.00,  5.91
  03 03 2017,  0.00,  7.31
  04 03 2017,  0.00,  4.83
  05 03 2017,  0.00, 14.69
  06 03 2017,  0.00, 19.33
  07 03 2017,  0.00,  3.25
  08 03 2017,  0.00, 5.85
  09 03 2017,  0.00, 10.65
  10 03 2017,  0.00,  7.80
  11 03 2017,  0.00,  9.01
  12 03 2017,  0.00,  6.85
  13 03 2017,  0.00,  8.70
  14 03 2017,  0.00,  9.28
  15 03 2017,  0.00,  8.88
  16 03 2017,  0.00,  15.30
  17 03 2017,  0.00,  13.93
  18 03 2017,  0.00,  7.60
  19 03 2017,  0.00,  17.10
  20 03 2017,  0.00,  18.56
  21 03 2017,  0.00,  17.44
  22 03 2017,  0.00,  17.23
  23 03 2017,  0.00,  23.51
  24 03 2017,  0.00,  28.31
  25 03 2017,  0.00,  23.89
  26 03 2017,  0.00,  19.44
  27 03 2017,  0.00,  17.78
  28 03 2017,  0.00,  14.58
  29 03 2017,  0.00,  23.17
  30 03 2017,  0.00,  20.20
  31 03 2017,  0.00,  13.92
  01 04 2017,  0.00,  17.25
  02 04 2017,  0.00,  18.76
  03 04 2017,  0.00,  16.47
  04 04 2017,  0.62,  14.99
  05 04 2017,  0.00,  8.58
  06 04 2017,  0.00,  6.82
  07 04 2017,  0.00,  5.90
  08 04 2017,  0.00,  14.89
  09 04 2017,  81.38,  22.59
  10 04 2017,  0.00, 11.34
  11 04 2017,  0.00,  5.90
  12 04 2017,  0.00,  12.86
  13 04 2017,  0.00,  22.08
  14 04 2017,  3.72,  27.99
  15 04 2017,  0.00,  24.36
  16 04 2017,  0.00,  10.15
  17 04 2017,  0.00,  17.04
  18 04 2017,  0.00,  26.52
  19 04 2017,  0.00,  31.01
  20 04 2017,  0.00,  9.88
  21 04 2017,  0.00,  10.47
  22 04 2017,  0.00,  8.24
  23 04 2017,  0.00,  5.68
  24 04 2017,  0.00,  10.72
  25 04 2017,  0.00,  20.36
  26 04 2017,  0.00,  14.52
  27 04 2017,  0.00,  8.92
  28 04 2017,  0.00,  17.01
  29 04 2017,  0.00, 17.31
  30 04 2017,  0.00, 26.32
  01 05 2017,  0.00, 13.85
  02 05 2017,  0.00,  11.04
  03 05 2017,  0.00,  13.90
  04 05 2017,  0.00,  8.13
  05 05 2017,  0.00,  10.84
  06 05 2017,  0.00,  13.38
  07 05 2017,  0.00,  17.71
  08 05 2017,  0.00,  27.73
  09 05 2017,  0.00,  26.62
  10 05 2017,  0.00,  28.57
  11 05 2017,  0.00,  18.66
  12 05 2017,  0.00,  10.26
  13 05 2017,  0.00,  11.31
  14 05 2017,  0.00,  20.79
  15 05 2017,  281.54,  29.76
  16 05 2017,  365.16,  29.59
  17 05 2017,  70.58,  28.87
  18 05 2017,  0.00,  19.65
  19 05 2017,  0.00,  24.45
  20 05 2017,  0.00,  27.90
  21 05 2017,  0.00,  13.43
  22 05 2017,  0.00,  16.79
  23 05 2017,  0.00,  13.94
  24 05 2017,  0.00,  14.68
  25 05 2017,  0.00, 20.12
  26 05 2017,  0.00,  28.00
  27 05 2017,  0.00,  22.54
  28 05 2017,  0.00,  14.97
  29 05 2017,  0.00,  13.44
  30 05 2017,  0.00,  11.62
  31 05 2017,  0.00,  8.40
  01 06 2017,  0.00,  16.49
  02 06 2017,  246.50,  30.15
  03 06 2017,  15.02,  20.08
  04 06 2017,  458.80,  28.43
  05 06 2017,  0.00,  18.54
  06 06 2017,  0.00,  19.54
  07 06 2017,  0.00,  16.85
  08 06 2017,  0.00,  21.88
  09 06 2017,  0.00,  21.84
  10 06 2017,  0.00,  23.44
  11 06 2017,  416.29,  30.82
  12 06 2017,  880.06,  46.65
  13 06 2017,  479.60,  24.90
  14 06 2017,  19.18,  34.47
  15 06 2017,  10.04,  22.69
  16 06 2017,  97.30,  28.53
  17 06 2017,  187.77,  37.10
  18 06 2017,  0.00,  19.10
  19 06 2017,  17.63,  20.28
  20 06 2017,  30.16,  21.19
  21 06 2017,  44.58,  33.54
  22 06 2017,  44.85,  34.53
  23 06 2017,  0.00,  20.64
  24 06 2017,  0.00,  9.89
  25 06 2017,  0.00,  15.49
  26 06 2017,  40.54,  26.52
  27 06 2017,  2.75,  12.95
  28 06 2017,  268.20,  38.96
  29 06 2017,  780.05,  36.90
  30 06 2017,  0.00,  24.10
  01 07 2017,  0.00,  20.42
  02 07 2017,  20.15,  30.91
  03 07 2017,  1975.26,  32.32
  04 07 2017,  1621.00,  35.07
  05 07 2017,  136.29,  27.88
  06 07 2017,  26.74,  31.39
  07 07 2017,  0.00, 24.95
  08 07 2017,  20.28,  22.67
  09 07 2017,  536.81,  31.94
  10 07 2017,  693.01,  32.14
  11 07 2017,  97.93,  33.96
  12 07 2017,  226.46,  40.55
  13 07 2017,  37.43,  46.16
  14 07 2017,  0.00,  23.02
  15 07 2017,  969.41,  28.94
  16 07 2017,  319.27,  28.81
  17 07 2017,  343.52,  22.99
  18 07 2017,  486.36,  46.25
  19 07 2017,  701.16,  45.83
  20 07 2017,  712.27,  37.60
  21 07 2017,  619.75,  43.34
  22 07 2017,  3233.55,  39.90
  23 07 2017,  349.62,  23.53
  24 07 2017,  0.00,  26.22
  25 07 2017,  431.28,  36.08
  26 07 2017,  621.10,  54.53
  27 07 2017,  0.00,  27.12
  28 07 2017,  0.00,  31.06
  29 07 2017,  0.00,  32.37
  30 07 2017,  0.00,  32.48
  31 07 2017,  0.00,  37.16
  01 08 2017,  276.36,  32.26
  02 08 2017,  208.48,  30.06
  03 08 2017,  8.46,  30.46
  04 08 2017,  0.00,  14.93
  05 08 2017,  0.00,  25.21
  06 08 2017,  0.00,  30.13
  07 08 2017,  43.51,  26.91
  08 08 2017,  0.00,  24.03
  09 08 2017,  28.59,  33.59
  10 08 2017,  769.75,  32.56
  11 08 2017,  0.00,  21.07
  12 08 2017,  0.00,  25.91
  13 08 2017,  0.01,  39.33
  14 08 2017,  644.67,  36.90
  15 08 2017,  11.57,  44.54
  16 08 2017,  94.41,  40.65
  17 08 2017,  0.00,  16.61
  18 08 2017,  106.47,  29.21
  19 08 2017,  0.00,  18.05
  20 08 2017,  1.99,  33.89
  21 08 2017,  0.00,  43.70
  22 08 2017,  0.00,  20.19
  23 08 2017,  0.00,  23.99
  24 08 2017,  0.00, 25.59
  26 08 2017,  0.00,  35.33
  27 08 2017,  1198.94,  37.04
  28 08 2017,  0.00,  19.36
  29 08 2017,  0.00,  21.42
  30 08 2017,  0.00,  22.74
  31 08 2017,  15.19,  24.70
  01 09 2017,  0.00,  30.84
  02 09 2017,  0.00,  32.25
  03 09 2017,  330.08,  25.96
  04 09 2017,  0.00,  17.89
  05 09 2017,  0.00,  12.05
  06 09 2017,  0.00,  14.00
  07 09 2017,  0.00,  18.94
  08 09 2017,  0.00,  22.80
  09 09 2017,  0.00,  23.72
  10 09 2017,  0.00,  31.74
  11 09 2017,  0.00,  30.44
  12 09 2017,  0.00,  23.50
  13 09 2017,  0.00,  23.80
  14 09 2017,  0.00,  27.81
  15 09 2017,  0.00,  34.98
  16 09 2017,  578.16,  37.99
  17 09 2017,  0.00,  16.96
  18 09 2017,  0.00,  39.34
  19 09 2017,  284.01,  31.88
  20 09 2017,  0.00,  23.63
  21 09 2017,  0.00,  34.59
  22 09 2017,  1793.34,  36.74
  23 09 2017,  276.39,  32.08
  24 09 2017,  50.56,  29.66
  25 09 2017,  0.00,  36.17
  26 09 2017,  0.00,  25.02
  27 09 2017,  0.00,  14.69
  28 09 2017,  0.00,  18.73
  29 09 2017,  0.00,  17.13
  30 09 2017,  0.00,  24.56
  01 10 2017,  0.00, 32.39
  02 10 2017,  0.00, 35.70
  04 10 2017,  0.00,  24.82
  05 10 2017,  0.00,  41.61
  06 10 2017,  0.00,  40.31
  07 10 2017,  15.22,  7.92
  08 10 2017,  0.00,  15.94
  09 10 2017,  0.00,  20.41
  10 10 2017,  0.00,  23.97
  11 10 2017,  0.00,  6.59
  12 10 2017,  0.00,  14.27
  13 10 2017,  0.00,  32.54
  14 10 2017,  0.00,  33.33
  15 10 2017,  0.00,  7.30
  16 10 2017,  0.00,  9.08
  17 10 2017,  0.00,  12.65
  18 10 2017,  0.00, 12.35
  19 10 2017,  0.00,  11.85
  20 10 2017,  0.00,  14.83
  21 10 2017,  389.19,  29.19
  22 10 2017,  0.00,  7.68
  23 10 2017,  0.00,  16.26
  24 10 2017,  0.00,  4.15
  25 10 2017,  0.00,  16.37
  26 10 2017,  0.00,  9.83
  27 10 2017,  1.66,  8.10
  28 10 2017,  0.00,  3.36
  29 10 2017,  0.00,  14.77
  30 10 2017,  0.00,  7.56
  31 10 2017,  0.00,  4.16
  01 11 2017,  0.00,  15.11
  02 11 2017,  0.00,  18.02
  03 11 2017,  0.00,  14.69
  04 11 2017,  0.00,  15.80
  05 11 2017,  0.00,  17.41
  06 11 2017,  0.00, 10.26
  07 11 2017,  0.00, 12.82
  08 11 2017,  0.00,  6.63
  09 11 2017,  0.00,  9.40
  10 11 2017,  0.00,  9.37
  11 11 2017,  0.00,  14.44
  12 11 2017,  0.00,  15.13
  13 11 2017,  0.00,  8.49
  14 11 2017,  0.00,  14.36
  15 11 2017,  0.00,  10.00
  16 11 2017,  0.00,  10.01
  17 11 2017,  0.00,  16.79
  18 11 2017,  0.00,  14.01
  19 11 2017,  0.00,  5.33
  20 11 2017,  0.00,  4.84
  21 11 2017,  0.00,  14.00
  22 11 2017,  0.00,  2.72
  23 11 2017,  0.00,  12.28
  24 11 2017,  0.00,  13.81
  25 11 2017,  0.00,  6.62
  26 11 2017,  0.00,  12.41
  27 11 2017,  0.00,  14.43
  28 11 2017,  0.00,  12.46
  29 11 2017,  0.00,  3.23
  30 11 2017,  0.00,  4.49
  01 12 2017,  0.00,  6.60
  02 12 2017,  0.00,  5.36
  03 12 2017,  0.00,  10.48
  04 12 2017,  353.46,  19.96
  05 12 2017,  0.00,  3.82
  06 12 2017,  0.00,  6.74
  08 12 2017,  0.00,  9.73
  09 12 2017,  0.00,  5.81
  10 12 2017,  0.00,  8.92
  11 12 2017,  0.00, 6.92
  12 12 2017,  0.00, 4.36
  13 12 2017,  0.00,  10.97
  14 12 2017,  0.00,  8.42
  15 12 2017,  0.00,  7.27
  16 12 2017,  0.00,  7.80
  17 12 2017,  0.00,  9.67
  18 12 2017,  0.00,  9.33
  19 12 2017,  0.00,  12.71
  20 12 2017,  0.00,  10.57
  21 12 2017,  0.00,  15.56
  22 12 2017,  0.00,  9.80
  23 12 2017,  0.00,  6.33
  24 12 2017,  0.00,  4.74
  25 12 2017,  0.00, 3.51
  26 12 2017,  0.00,  4.06
  27 12 2017,  0.00,  2.70
  28 12 2017,  0.00,  7.26
  29 12 2017,  0.00,  8.70
  30 12 2017,  0.00,  8.43
  31 12 2017,  0.00,  2.74
